Date,Stock Index,Inflation Rate,GDP Growth
2018-01-01,1002.4835707650561,1.6409600922557155,3.338954761566319
2018-01-02,1001.7922492592003,1.891093237974627,3.084869263439572
2018-01-03,1005.0306919497037,1.740141186771574,3.279872696454238
2018-01-04,1012.6458412317438,1.7518849622944848,3.3228280592109325
2018-01-05,1011.4750743581271,1.8208214423256557,3.2514356933815884
2018-01-06,1010.3043895733813,1.77332161312635,2.832704468325783
2018-01-07,1018.2004536509182,1.8453136633913245,3.282097924794696
2018-01-08,1022.0376272966828,1.7787124165201824,3.6925062078794486
2018-01-09,1019.690255367008,1.6887562625359562,3.1779921462486036
2018-01-10,1022.4030555849378,1.7861503525206102,3.1043845804289356
2018-01-11,1020.0859671208755,1.635627379267934,3.3246697119422794
2018-01-12,1017.7573183530242,1.7608559705776523,3.312475642093314
2018-01-13,1018.9671297108544,1.746677000935554,3.488547033083283
2018-01-14,1009.4007284875654,1.729188314272746,2.9984263688182224
2018-01-15,1000.7761393250003,1.737146248856107,3.3962760505149987
2018-01-16,997.9647016787953,1.5618150954502361,3.3680844122502926
2018-01-17,992.9005460771233,1.695127509225904,3.2215706926118908
2018-01-18,994.4717827400996,1.7592844901141114,3.317737463584338
2018-01-19,989.9316623624935,1.76598563919974,3.4558914963196714
2018-01-20,982.8701438558171,1.6472324859074041,3.42446307600569
2018-01-21,990.1983877004249,1.87657078408647,3.0213961375852545
2018-01-22,989.0695061979922,1.66338251517855,3.414031637351097
2018-01-23,989.4071472214318,1.8469457200526738,3.237062278993496
2018-01-24,982.2834062903645,1.7927194361871686,3.2645748196031033
2018-01-25,979.5614926677387,1.6853772690156197,3.2646393982003388
2018-01-26,980.116105616288,1.9275310892609512,3.219951402240348
2018-01-27,974.3611377291764,1.630636316824352,3.488341499421413
2018-01-28,976.2396278209048,1.8419154173610002,3.2332564080301576
2018-01-29,973.2364343713108,1.8500582318042977,3.0260907743233663
2018-01-30,971.7779656223444,1.6829379790923356,3.171294028806054
2018-01-31,968.7694325611974,1.889246530006433,3.285738943362095
2018-02-01,978.0308234837421,1.9080080504323238,4.044881062536068
2018-02-02,977.9633373600524,1.9618820648202049,3.9196570426664246
2018-02-03,972.674782715273,1.9590448857693412,3.628931049927249
2018-02-04,976.7875072757889,1.9195818277451644,4.296076089012436
2018-02-05,970.6832890259337,2.014093529208197,3.851993167872254
2018-02-06,971.7276070009575,2.0123615739474405,4.054116253276461
2018-02-07,961.9292563815586,1.758159504568401,3.768695218961212
2018-02-08,955.2883261370665,2.063446726180034,3.905709954617748
2018-02-09,956.2726323164121,1.7667635030886517,3.966931806580339
2018-02-10,959.9649652163891,2.0362673223263847,4.042677048027509
2018-02-11,960.8218066223391,2.0456832155749773,4.010511766752303
2018-02-12,960.2435652103978,1.8239160588706993,3.9734775056912537
2018-02-13,958.7380467324514,1.8919312730967608,3.736020759437836
2018-02-14,951.3454367806142,1.8224422350436256,3.684688897285446
2018-02-15,947.7462157386407,1.9115205988633457,3.8655596077414973
2018-02-16,945.4430218838418,1.902209273473645,3.985663720144872
2018-02-17,950.7286330149363,2.010978755119153,3.7544939655213367
2018-02-18,952.4467244627787,2.0640435765041802,4.012072498819535
2018-02-19,943.631523685965,2.072581082971215,4.089561454773894
2018-02-20,945.251943532939,1.876795899234389,3.615773921861974
2018-02-21,943.3265321308573,1.9120905145177665,3.631653964917402
2018-02-22,939.9419221293276,1.7646688826701242,3.770963093895591
2018-02-23,943.0003035735319,1.8524256952426004,3.8605606393144973
2018-02-24,948.1553011860117,2.029497865201965,3.694124702923248
2018-02-25,952.8117017815927,2.094570984247042,4.069478641450087
2018-02-26,948.6156141654794,1.809577814704227,3.883851477980348
2018-02-27,947.0695522862234,1.8737662759769298,3.806927515324806
2018-02-28,948.7258694432412,1.9303721261963265,3.5118562009029524
2018-03-01,953.603595078853,2.0280161158819605,3.7368368367144984
2018-03-02,951.2077238896265,1.9190396480078353,4.056201850056361
2018-03-03,950.2794290063075,2.042406104446409,3.5734808747690328
2018-03-04,944.7477541362773,1.9526160652929083,4.202527481928814
2018-03-05,938.7667210158739,1.998554772912172,3.968369231125536
2018-03-06,942.829350127845,2.05462842480037,4.648618593918947
2018-03-07,949.6105502706992,2.000642226981094,4.461583250123222
2018-03-08,949.2504996627974,1.956361410947343,3.9637101861504966
2018-03-09,954.2681641522576,1.989039019607417,3.978732599493737
2018-03-10,956.0763442774958,1.9911637040794665,4.199116302800406
2018-03-11,952.8507455044701,1.9629988970117873,4.340634521983608
2018-03-12,954.6577235320121,1.9741203937332898,3.6723941885127966
2018-03-13,962.347906364342,2.1598647170504717,3.642724906929063
2018-03-14,962.1687761687922,2.0560919447941237,3.8755930388891238
2018-03-15,969.9919944478622,1.970451968197084,4.116547516634773
2018-03-16,956.8932689274136,2.0696954404510737,4.09937471810152
2018-03-17,961.0027814492897,1.966618051024399,4.21395429099677
2018-03-18,961.4380167904806,2.117312463758664,3.7600604943269382
2018-03-19,959.9429800381512,2.036964219219809,3.5367712274062244
2018-03-20,960.4017839208287,1.9892697855995771,4.171602839060429
2018-03-21,950.4639393478242,2.044771692581028,3.8343607454069533
2018-03-22,949.3655799086367,1.8429123847931501,3.5963024271222723
2018-03-23,951.1511427661954,1.8873232531090194,4.029012749191876
2018-03-24,958.540612989903,1.8806074993600945,4.158635137643736
2018-03-25,955.9492618985348,2.014294309476371,3.9755885735757444
2018-03-26,951.9067938840689,2.1732514999485093,3.908430322763502
2018-03-27,949.3980086661461,2.2231300146192634,3.9681275535708185
2018-03-28,953.9750192546566,2.0638051101440755,3.9258834475198436
2018-03-29,955.6187748029549,2.0500844474944455,3.7303905776119666
2018-03-30,952.9699737841197,1.8198942265847262,3.8570638646019137
2018-03-31,955.5363109496865,1.9457326200265979,4.104255981002763
2018-04-01,956.0216986964267,1.8542343267013954,3.863373813951958
2018-04-02,960.8649236490911,1.8709279420671079,3.832650066870022
2018-04-03,957.3546581797044,1.9161983200337405,3.600008409305982
2018-04-04,955.7163474467155,1.8858036441225066,3.7627374732495245
2018-04-05,953.7558066810548,1.7350827208546407,3.363625096388087
2018-04-06,946.4382319403942,2.0078037275039726,3.834733438453736
2018-04-07,947.9188333257171,1.8257383993182388,4.084809647239371
2018-04-08,949.2241096866165,1.9569373883033343,3.504211679268237
2018-04-09,949.2496769698288,2.140420968867217,3.681852571013107
2018-04-10,948.0767413029531,1.8410742427335771,3.8648594614186838
2018-04-11,940.999887592701,1.6799839496175863,4.0496066325621545
2018-04-12,938.8966609788743,1.9044122797042082,3.709393182416628
2018-04-13,937.1830883962404,2.0431086653920767,3.660588039823479
2018-04-14,933.1717020501322,2.128847447314279,3.4052534771934413
2018-04-15,932.3652734918022,1.8100577424469777,3.8197257315382793
2018-04-16,934.385527775875,1.9826826242158715,4.207453313705407
2018-04-17,943.8164572819276,1.8864816562142142,3.8545097980695933
2018-04-18,944.6893463460867,1.922417866461806,3.794582309839915
2018-04-19,945.9770982997005,2.197447036593923,3.863454567830055
2018-04-20,945.6048687208697,1.782715669052704,3.7968197048869374
2018-04-21,936.0110126443745,1.9583866680416768,3.636435231224632
2018-04-22,935.8784432671284,1.9797820190687627,3.963694088812199
2018-04-23,936.1795943168336,2.0415913343861543,3.8441904102990088
2018-04-24,948.49580487926,1.942811017239309,3.8025607560633894
2018-04-25,947.5340000553543,1.9638177558426297,3.603964900221008
2018-04-26,949.0417367670225,1.8938478451500402,4.0597396920636095
2018-04-27,948.8681779184963,1.9599253960167302,3.93197865474328
2018-04-28,943.0247877303985,1.8986934743424784,3.688453938203198
2018-04-29,948.7389018029737,1.9951698908778246,3.9994030764130453
2018-04-30,952.4985669664076,1.896051668287856,3.6995239379996168
2018-05-01,956.4537267016228,1.7877100393902186,3.0935993014977927
2018-05-02,951.9067894276491,1.7470737186315022,3.098059376503943
2018-05-03,958.9207609823295,1.8626050250772168,2.895786289382382
2018-05-04,951.9115056683681,1.7448606276411514,3.3443084760836412
2018-05-05,954.8457911373695,1.572696753179312,2.88377102433233
2018-05-06,965.7980692664194,1.8761921500713992,3.0043112337468476
2018-05-07,960.8453876407659,1.6594267699137382,2.8348823981842934
2018-05-08,958.0138989927522,1.684623366135118,3.2327860614418213
2018-05-09,958.5121558181903,1.6904338705956508,3.219935907945626
2018-05-10,955.9947775476094,1.8874438093170818,3.1846607573627272
2018-05-11,948.2414603922787,1.5364325786021304,3.0414844610658847
2018-05-12,948.5842752663089,2.0637748533659996,3.015553249312672
2018-05-13,943.2727566976782,1.8556056809066053,3.342873972709315
2018-05-14,945.6407188508542,1.772323891412916,3.1398896136583025
2018-05-15,941.0435976796851,1.7445105999383714,3.313271664307229
2018-05-16,948.7932697047729,1.7785554074857657,3.0729502627751555
2018-05-17,944.8770032430916,1.802112242837934,3.2862125485542166
2018-05-18,943.2666956620633,1.8145215585950056,3.510655607463213
2018-05-19,947.3342817489116,1.8055604466003448,3.3672331600785568
2018-05-20,941.1799601667419,1.7589580681255248,3.167517236356704
2018-05-21,942.3172598397625,1.7302661579692673,3.3014397940711855
2018-05-22,948.8529736111747,1.7348726716346488,3.2018669650939575
2018-05-23,940.8155574383685,1.7305091719647319,3.2515760369389457
2018-05-24,941.73872673103,1.8633770096867064,3.184877789570299
2018-05-25,943.0381407022721,1.8093556722280861,3.217132958822922
2018-05-26,946.9472550611587,1.4559611365335718,3.292418670614835
2018-05-27,940.7625015067683,1.815590077652976,3.05132826008361
2018-05-28,934.160218441347,1.7694736194718774,3.0468242346020045
2018-05-29,936.7699262694314,1.7481291243554102,2.9722914892337577
2018-05-30,938.2548496355973,1.7111481546911114,2.929945779099258
2018-05-31,939.5073138873267,1.8624112719986012,3.0065434615559044
2018-06-01,941.2395549348116,1.5947526462122859,2.5318925013608258
2018-06-02,937.8394313269191,1.4227122332176392,2.321442496901623
2018-06-03,939.0006998127242,1.5407052287124534,2.602722892846219
2018-06-04,940.4660621792176,1.4028343265458714,2.5069427497505123
2018-06-05,936.8943050890857,1.3620381835211068,2.1062991573123893
2018-06-06,946.2231776448095,1.4373282775410035,2.630995116844338
2018-06-07,948.5923422493685,1.5862393472382759,2.662159729118342
2018-06-08,942.6358247633552,1.5953125045376086,2.3012274650330293
2018-06-09,945.9185928065243,1.5513085420097292,2.5840383085789984
2018-06-10,941.0451844553877,1.5725095786847998,2.32870035251816
2018-06-11,944.9806074741,1.551617828711496,2.519534075349667
2018-06-12,950.773585369137,1.4358518404777048,2.247100318609007
2018-06-13,946.6701737773784,1.5431922544673942,2.1413787094930847
2018-06-14,951.4870544236001,1.5800409525227683,2.423436562077406
2018-06-15,953.5509590582826,1.5754291329813574,2.4752542107450326
2018-06-16,957.661259858255,1.6188913371474642,2.4204640612770794
2018-06-17,967.1452247715248,1.5708303847201064,2.263193888355488
2018-06-18,965.9182841915103,1.5351448207541583,2.4200201875737726
2018-06-19,962.149603369723,1.6070150238316427,2.5538589505161466
2018-06-20,957.7020312215953,1.497347874075094,2.4910213939754926
2018-06-21,953.6229797967682,1.4118125348772281,2.5365002061198427
2018-06-22,953.2374712496976,1.4836933036056237,2.3659769599091534
2018-06-23,954.9432311237808,1.4255097355193551,2.734343582943232
2018-06-24,956.326685120431,1.4324821725025618,2.264765332689044
2018-06-25,960.462601365611,1.4855481329284481,2.5975120594173435
2018-06-26,960.5276108250006,1.420758007900004,2.7363782185919923
2018-06-27,967.7952812107872,1.469203847036096,2.596181618549779
2018-06-28,966.4719970445974,1.3106385333046213,2.459495154587034
2018-06-29,980.0728428775454,1.521329370737294,2.394340590667404
2018-06-30,983.2011796163705,1.5001205475362225,2.707217530209251
2018-07-01,978.915391834289,1.1682911368931812,1.4654050149476658
